medal_date,medal_code,name,gender,country_long,discipline,url_event,code_athlete,disciplines,birth_date,age_at_medal
2024-07-27,1.0,EVENEPOEL Remco,Male,Belgium,Cycling Road,/en/paris-2024/results/cycling-road/men-s-individual-time-trial/fnl-000100--,1903136,['Cycling Road'],2000-01-25,24
2024-07-27,2.0,GANNA Filippo,Male,Italy,Cycling Road,/en/paris-2024/results/cycling-road/men-s-individual-time-trial/fnl-000100--,1923520,"['Cycling Road', 'Cycling Track']",1996-07-25,28
2024-07-27,3.0,van AERT Wout,Male,Belgium,Cycling Road,/en/paris-2024/results/cycling-road/men-s-individual-time-trial/fnl-000100--,1903147,['Cycling Road'],1994-09-15,29
2024-07-27,1.0,BROWN Grace,Female,Australia,Cycling Road,/en/paris-2024/results/cycling-road/women-s-individual-time-trial/fnl-000100--,1940173,['Cycling Road'],1992-07-07,32
2024-07-27,2.0,HENDERSON Anna,Female,Great Britain,Cycling Road,/en/paris-2024/results/cycling-road/women-s-individual-time-trial/fnl-000100--,1912525,['Cycling Road'],1998-11-14,25
2024-07-27,3.0,DYGERT Chloe,Female,United States of America,Cycling Road,/en/paris-2024/results/cycling-road/women-s-individual-time-trial/fnl-000100--,1955079,"['Cycling Road', 'Cycling Track']",1997-01-01,27
2024-07-27,1.0,OH Sanguk,Male,Republic of Korea,Fencing,/en/paris-2024/results/fencing/men-s-sabre-individual/fnl-000100--,1927149,['Fencing'],1996-09-30,27
2024-07-27,2.0,FERJANI Fares,Male,Tunisia,Fencing,/en/paris-2024/results/fencing/men-s-sabre-individual/fnl-000100--,1937783,['Fencing'],1997-07-22,27
2024-07-27,3.0,SAMELE Luigi,Male,Italy,Fencing,/en/paris-2024/results/fencing/men-s-sabre-individual/fnl-000200--,1924595,['Fencing'],1987-07-25,37
2024-07-27,1.0,KONG Man Wai Vivian,Female,"Hong Kong, China",Fencing,/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000100--,1963262,['Fencing'],1994-02-08,30
2024-07-27,2.0,MALLO-BRETON Auriane,Female,France,Fencing,/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000100--,1916183,['Fencing'],1993-10-11,30
2024-07-27,3.0,MUHARI Eszter,Female,Hungary,Fencing,/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000200--,1946375,['Fencing'],2002-09-30,21
2024-07-27,1.0,SMETOV Yeldos,Male,Kazakhstan,Judo,/en/paris-2024/results/judo/men--60-kg/fnl-000100--,1935408,['Judo'],1992-09-09,31
2024-07-27,2.0,MKHEIDZE Luka,Male,France,Judo,/en/paris-2024/results/judo/men--60-kg/fnl-000100--,1891304,['Judo'],1996-01-05,28
2024-07-27,3.0,NAGAYAMA Ryuju,Male,Japan,Judo,/en/paris-2024/results/judo/men--60-kg/repf000100--,1896752,['Judo'],1996-04-15,28
2024-07-27,3.0,GARRIGOS Francisco,Male,Spain,Judo,/en/paris-2024/results/judo/men--60-kg/repf000200--,1563544,['Judo'],1994-12-09,29
2024-07-27,1.0,TSUNODA Natsumi,Female,Japan,Judo,/en/paris-2024/results/judo/women--48-kg/fnl-000100--,1896735,['Judo'],1992-08-06,31
2024-07-27,2.0,BAVUUDORJ Baasankhuu,Female,Mongolia,Judo,/en/paris-2024/results/judo/women--48-kg/fnl-000100--,1914467,['Judo'],1999-11-26,24
2024-07-27,3.0,BOUKLI Shirine,Female,France,Judo,/en/paris-2024/results/judo/women--48-kg/repf000100--,1891280,['Judo'],1999-01-24,25
2024-07-27,3.0,BABULFATH Tara,Female,Sweden,Judo,/en/paris-2024/results/judo/women--48-kg/repf000200--,1571911,['Judo'],2006-01-03,18
2024-07-27,1.0,MAERTENS Lukas,Male,Germany,Swimming,/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--,1907192,['Swimming'],2001-12-27,22
2024-07-27,2.0,WINNINGTON Elijah,Male,Australia,Swimming,/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--,1946172,['Swimming'],2000-05-05,24
2024-07-27,3.0,KIM Woomin,Male,Republic of Korea,Swimming,/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--,4654306,['Swimming'],2001-08-24,22
2024-07-27,1.0,TITMUS Ariarne,Female,Australia,Swimming,/en/paris-2024/results/swimming/women-s-400m-freestyle/fnl-000100--,1946150,['Swimming'],2000-09-07,23
2024-07-27,2.0,McINTOSH Summer,Female,Canada,Swimming,/en/paris-2024/results/swimming/women-s-400m-freestyle/fnl-000100--,1967140,['Swimming'],2006-08-18,17
2024-07-27,3.0,LEDECKY Katie,Female,United States of America,Swimming,/en/paris-2024/results/swimming/women-s-400m-freestyle/fnl-000100--,1935938,['Swimming'],1997-03-17,27
2024-07-28,1.0,FOX Jessica,Female,Australia,Canoe Slalom,/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--,1940205,['Canoe Slalom'],1994-06-11,30
2024-07-28,2.0,ZWOLINSKA Klaudia,Female,Poland,Canoe Slalom,/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--,1942126,['Canoe Slalom'],1998-12-18,25
2024-07-28,3.0,WOODS Kimberley,Female,Great Britain,Canoe Slalom,/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--,1896045,['Canoe Slalom'],1995-09-08,28
2024-07-28,1.0,FERRAND PREVOT Pauline,Female,France,Cycling Mountain Bike,/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--,1895672,['Cycling Mountain Bike'],1992-02-10,32
2024-07-28,2.0,BATTEN Haley,Female,United States of America,Cycling Mountain Bike,/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--,1955070,['Cycling Mountain Bike'],1998-09-19,25
2024-07-28,3.0,RISSVEDS Jenny,Female,Sweden,Cycling Mountain Bike,/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--,1564023,['Cycling Mountain Bike'],1994-06-06,30
2024-07-28,1.0,KANO Koki,Male,Japan,Fencing,/en/paris-2024/results/fencing/men-s-epee-individual/fnl-000100--,1896548,['Fencing'],1997-12-19,26
2024-07-28,2.0,BOREL Yannick,Male,France,Fencing,/en/paris-2024/results/fencing/men-s-epee-individual/fnl-000100--,1916194,['Fencing'],1988-11-05,35
2024-07-28,3.0,ELSAYED Mohamed,Male,Egypt,Fencing,/en/paris-2024/results/fencing/men-s-epee-individual/fnl-000200--,1936462,['Fencing'],2003-03-03,21
2024-07-28,1.0,KIEFER Lee,Female,United States of America,Fencing,/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000100--,1950611,['Fencing'],1994-06-15,30
2024-07-28,2.0,SCRUGGS Lauren,Female,United States of America,Fencing,/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000100--,1950643,['Fencing'],2003-01-27,21
2024-07-28,3.0,HARVEY Eleanor,Female,Canada,Fencing,/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000200--,1973213,['Fencing'],1995-01-14,29
2024-07-28,1.0,ABE Hifumi,Male,Japan,Judo,/en/paris-2024/results/judo/men--66-kg/fnl-000100--,1896763,['Judo'],1997-08-09,26
2024-07-28,2.0,LIMA Willian,Male,Brazil,Judo,/en/paris-2024/results/judo/men--66-kg/fnl-000100--,1953840,['Judo'],2000-01-31,24
2024-07-28,3.0,KYRGYZBAYEV Gusman,Male,Kazakhstan,Judo,/en/paris-2024/results/judo/men--66-kg/repf000100--,1935410,['Judo'],1992-09-28,31
2024-07-28,3.0,VIERU Denis,Male,Republic of Moldova,Judo,/en/paris-2024/results/judo/men--66-kg/repf000200--,1561138,['Judo'],1996-03-10,28
2024-07-28,1.0,KELDIYOROVA Diyora,Female,Uzbekistan,Judo,/en/paris-2024/results/judo/women--52-kg/fnl-000100--,1566997,['Judo'],1998-07-13,26
2024-07-28,2.0,KRASNIQI Distria,Female,Kosovo,Judo,/en/paris-2024/results/judo/women--52-kg/fnl-000100--,1550162,['Judo'],1995-12-10,28
2024-07-28,3.0,PIMENTA Larissa,Female,Brazil,Judo,/en/paris-2024/results/judo/women--52-kg/repf000100--,1953817,['Judo'],1999-03-01,25
2024-07-28,3.0,BUCHARD Amandine,Female,France,Judo,/en/paris-2024/results/judo/women--52-kg/repf000200--,1891283,['Judo'],1995-07-12,29
2024-07-28,1.0,XIE Yu,Male,People's Republic of China,Shooting,/en/paris-2024/results/shooting/10m-air-pistol-men/fnl-000100--,1913907,['Shooting'],2000-06-12,24
2024-07-28,2.0,MALDINI Federico Nilo,Male,Italy,Shooting,/en/paris-2024/results/shooting/10m-air-pistol-men/fnl-000100--,1551388,['Shooting'],2001-03-28,23
2024-07-28,3.0,MONNA Paolo,Male,Italy,Shooting,/en/paris-2024/results/shooting/10m-air-pistol-men/fnl-000100--,1551387,['Shooting'],1998-04-19,26
2024-07-28,1.0,OH Ye Jin,Female,Republic of Korea,Shooting,/en/paris-2024/results/shooting/10m-air-pistol-women/fnl-000100--,1893972,['Shooting'],2005-05-10,19
2024-07-28,2.0,KIM Yeji,Female,Republic of Korea,Shooting,/en/paris-2024/results/shooting/10m-air-pistol-women/fnl-000100--,1893930,['Shooting'],1992-09-04,31
2024-07-28,3.0,BHAKER Manu,Female,India,Shooting,/en/paris-2024/results/shooting/10m-air-pistol-women/fnl-000100--,1538159,['Shooting'],2002-02-18,22
2024-07-28,1.0,YOSHIZAWA Coco,Female,Japan,Skateboarding,/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--,1902055,['Skateboarding'],2009-09-22,14
2024-07-28,2.0,AKAMA Liz,Female,Japan,Skateboarding,/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--,1902069,['Skateboarding'],2009-01-08,15
2024-07-28,3.0,LEAL Rayssa,Female,Brazil,Skateboarding,/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--,1955689,['Skateboarding'],2008-01-04,16
2024-07-28,1.0,MARTINENGHI Nicolo,Male,Italy,Swimming,/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--,1925633,['Swimming'],1999-08-01,25
2024-07-28,2.0,PEATY Adam,Male,Great Britain,Swimming,/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--,1956469,['Swimming'],1994-12-28,29
2024-07-28,2.0,FINK Nic,Male,United States of America,Swimming,/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--,1935901,['Swimming'],1993-07-03,31
2024-07-28,1.0,MARCHAND Leon,Male,France,Swimming,/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--,1909294,['Swimming'],2002-05-17,22
2024-07-28,2.0,MATSUSHITA Tomoyuki,Male,Japan,Swimming,/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--,1963635,['Swimming'],2005-08-01,19
2024-07-28,3.0,FOSTER Carson,Male,United States of America,Swimming,/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--,1935903,['Swimming'],2001-10-26,22
2024-07-28,1.0,HUSKE Torri,Female,United States of America,Swimming,/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--,1935923,['Swimming'],2002-12-07,21
2024-07-28,2.0,WALSH Gretchen,Female,United States of America,Swimming,/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--,1935998,['Swimming'],2003-01-29,21
2024-07-28,3.0,ZHANG Yufei,Female,People's Republic of China,Swimming,/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--,1945125,['Swimming'],1998-04-19,26
2024-07-29,1.0,GESTIN Nicolas,Male,France,Canoe Slalom,/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--,1880479,['Canoe Slalom'],2000-03-14,24
2024-07-29,2.0,BURGESS Adam,Male,Great Britain,Canoe Slalom,/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--,1896030,['Canoe Slalom'],1992-07-17,32
2024-07-29,3.0,BENUS Matej,Male,Slovakia,Canoe Slalom,/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--,1961080,['Canoe Slalom'],1987-11-02,36
2024-07-29,1.0,PIDCOCK Thomas,Male,Great Britain,Cycling Mountain Bike,/en/paris-2024/results/cycling-mountain-bike/men-s-cross-country/fnl-000100--,1912546,"['Cycling Road', 'Cycling Mountain Bike']",1999-07-30,25
2024-07-29,2.0,KORETZKY Victor,Male,France,Cycling Mountain Bike,/en/paris-2024/results/cycling-mountain-bike/men-s-cross-country/fnl-000100--,1895687,['Cycling Mountain Bike'],1994-08-26,29
2024-07-29,3.0,HATHERLY Alan,Male,South Africa,Cycling Mountain Bike,/en/paris-2024/results/cycling-mountain-bike/men-s-cross-country/fnl-000100--,1943604,['Cycling Mountain Bike'],1996-03-15,28
2024-07-29,1.0,JUNG Michael,Male,Germany,Equestrian,/en/paris-2024/results/equestrian/eventing-individual/jump000100--,1914921,['Equestrian'],1982-07-31,42
2024-07-29,2.0,BURTON Christopher,Male,Australia,Equestrian,/en/paris-2024/results/equestrian/eventing-individual/jump000100--,1940438,['Equestrian'],1981-11-22,42
2024-07-29,3.0,COLLETT Laura,Female,Great Britain,Equestrian,/en/paris-2024/results/equestrian/eventing-individual/jump000100--,1970898,['Equestrian'],1989-08-31,34
2024-07-29,1.0,CHEUNG Ka Long,Male,"Hong Kong, China",Fencing,/en/paris-2024/results/fencing/men-s-foil-individual/fnl-000100--,1963245,['Fencing'],1997-06-10,27
2024-07-29,2.0,MACCHI Filippo,Male,Italy,Fencing,/en/paris-2024/results/fencing/men-s-foil-individual/fnl-000100--,1924289,['Fencing'],2001-09-19,22
2024-07-29,3.0,ITKIN Nick,Male,United States of America,Fencing,/en/paris-2024/results/fencing/men-s-foil-individual/fnl-000200--,1950602,['Fencing'],1999-10-09,24
2024-07-29,1.0,APITHY-BRUNET Manon,Female,France,Fencing,/en/paris-2024/results/fencing/women-s-sabre-individual/fnl-000100--,1916223,['Fencing'],1996-02-07,28
2024-07-29,2.0,BALZER Sara,Female,France,Fencing,/en/paris-2024/results/fencing/women-s-sabre-individual/fnl-000100--,1916222,['Fencing'],1995-04-03,29
2024-07-29,3.0,KHARLAN Olga,Female,Ukraine,Fencing,/en/paris-2024/results/fencing/women-s-sabre-individual/fnl-000200--,1897644,['Fencing'],1990-09-04,33
2024-07-29,1.0,HEYDAROV Hidayat,Male,Azerbaijan,Judo,/en/paris-2024/results/judo/men--73-kg/fnl-000100--,1972337,['Judo'],1997-07-27,27
2024-07-29,2.0,GABA Joan-Benjamin,Male,France,Judo,/en/paris-2024/results/judo/men--73-kg/fnl-000100--,1891311,['Judo'],2001-01-07,23
2024-07-29,3.0,OSMANOV Adil,Male,Republic of Moldova,Judo,/en/paris-2024/results/judo/men--73-kg/repf000100--,1563437,['Judo'],2000-07-02,24
2024-07-29,3.0,HASHIMOTO Soichi,Male,Japan,Judo,/en/paris-2024/results/judo/men--73-kg/repf000200--,1896740,['Judo'],1991-08-24,32
2024-07-29,1.0,DEGUCHI Christa,Female,Canada,Judo,/en/paris-2024/results/judo/women--57-kg/fnl-000100--,1955526,['Judo'],1995-10-29,28
2024-07-29,2.0,HUH Mimi,Female,Republic of Korea,Judo,/en/paris-2024/results/judo/women--57-kg/fnl-000100--,1928067,['Judo'],2002-12-19,21
2024-07-29,3.0,FUNAKUBO Haruka,Female,Japan,Judo,/en/paris-2024/results/judo/women--57-kg/repf000100--,1896733,['Judo'],1998-10-10,25
2024-07-29,3.0,CYSIQUE Sarah Leonie,Female,France,Judo,/en/paris-2024/results/judo/women--57-kg/repf000200--,1891286,['Judo'],1998-07-06,26
2024-07-29,1.0,SHENG Lihao,Male,People's Republic of China,Shooting,/en/paris-2024/results/shooting/10m-air-rifle-men/fnl-000100--,1913899,['Shooting'],2004-12-04,19
2024-07-29,2.0,LINDGREN Victor,Male,Sweden,Shooting,/en/paris-2024/results/shooting/10m-air-rifle-men/fnl-000100--,1572919,['Shooting'],2003-05-16,21
2024-07-29,3.0,MARICIC Miran,Male,Croatia,Shooting,/en/paris-2024/results/shooting/10m-air-rifle-men/fnl-000100--,1888047,['Shooting'],1997-06-17,27
2024-07-29,1.0,BAN Hyojin,Female,Republic of Korea,Shooting,/en/paris-2024/results/shooting/10m-air-rifle-women/fnl-000100--,1893845,['Shooting'],2007-09-20,16
2024-07-29,2.0,HUANG Yuting,Female,People's Republic of China,Shooting,/en/paris-2024/results/shooting/10m-air-rifle-women/fnl-000100--,1913945,['Shooting'],2006-09-03,17
2024-07-29,3.0,GOGNIAT Audrey,Female,Switzerland,Shooting,/en/paris-2024/results/shooting/10m-air-rifle-women/fnl-000100--,1976545,['Shooting'],2002-10-30,21
2024-07-29,1.0,HORIGOME Yuto,Male,Japan,Skateboarding,/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--,1902081,['Skateboarding'],1999-01-07,25
2024-07-29,2.0,EATON Jagger,Male,United States of America,Skateboarding,/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--,1944226,['Skateboarding'],2001-02-21,23
2024-07-29,3.0,HUSTON Nyjah,Male,United States of America,Skateboarding,/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--,1944232,['Skateboarding'],1994-11-30,29
2024-07-29,1.0,CECCON Thomas,Male,Italy,Swimming,/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--,1925635,['Swimming'],2001-01-27,23
2024-07-29,2.0,XU Jiayu,Male,People's Republic of China,Swimming,/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--,1945132,['Swimming'],1995-08-19,28
2024-07-29,3.0,MURPHY Ryan,Male,United States of America,Swimming,/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--,1935957,['Swimming'],1995-07-02,29
2024-07-29,1.0,POPOVICI David,Male,Romania,Swimming,/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--,1543549,['Swimming'],2004-09-15,19
2024-07-29,2.0,RICHARDS Matthew,Male,Great Britain,Swimming,/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--,1903617,['Swimming'],2002-12-17,21
2024-07-29,3.0,HOBSON Luke,Male,United States of America,Swimming,/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--,1935918,['Swimming'],2003-06-25,21
2024-07-29,1.0,SMITH Tatjana,Female,South Africa,Swimming,/en/paris-2024/results/swimming/women-s-100m-breaststroke/fnl-000100--,1962589,['Swimming'],1997-07-09,27
2024-07-29,2.0,TANG Qianting,Female,People's Republic of China,Swimming,/en/paris-2024/results/swimming/women-s-100m-breaststroke/fnl-000100--,1945200,['Swimming'],2004-03-14,20
2024-07-29,3.0,Mc SHARRY Mona,Female,Ireland,Swimming,/en/paris-2024/results/swimming/women-s-100m-breaststroke/fnl-000100--,1543304,['Swimming'],2000-08-21,23
2024-07-29,1.0,O'CALLAGHAN Mollie,Female,Australia,Swimming,/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--,1946218,['Swimming'],2004-04-02,20
2024-07-29,2.0,TITMUS Ariarne,Female,Australia,Swimming,/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--,1946150,['Swimming'],2000-09-07,23
2024-07-29,3.0,HAUGHEY Siobhan Bernadette,Female,"Hong Kong, China",Swimming,/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--,1925125,['Swimming'],1997-10-31,26
2024-07-29,1.0,McINTOSH Summer,Female,Canada,Swimming,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,1967140,['Swimming'],2006-08-18,17
2024-07-29,2.0,GRIMES Katie,Female,United States of America,Swimming,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,1935909,"['Marathon Swimming', 'Swimming']",2006-01-08,18
2024-07-29,3.0,WEYANT Emma,Female,United States of America,Swimming,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,1936001,['Swimming'],2001-12-24,22
2024-07-30,1.0,NAGASE Takanori,Male,Japan,Judo,/en/paris-2024/results/judo/men--81-kg/fnl-000100--,1896765,['Judo'],1993-10-14,30
2024-07-30,2.0,GRIGALASHVILI Tato,Male,Georgia,Judo,/en/paris-2024/results/judo/men--81-kg/fnl-000100--,1546651,['Judo'],1999-12-01,24
2024-07-30,3.0,LEE Joonhwan,Male,Republic of Korea,Judo,/en/paris-2024/results/judo/men--81-kg/repf000100--,1928079,['Judo'],2002-06-19,22
2024-07-30,3.0,MAKHMADBEKOV Somon,Male,Tajikistan,Judo,/en/paris-2024/results/judo/men--81-kg/repf000200--,1570561,['Judo'],1999-03-24,25
2024-07-30,1.0,LESKI Andreja,Female,Slovenia,Judo,/en/paris-2024/results/judo/women--63-kg/fnl-000100--,1980833,['Judo'],1997-01-08,27
2024-07-30,2.0,AWITI ALCARAZ Prisca,Female,Mexico,Judo,/en/paris-2024/results/judo/women--63-kg/fnl-000100--,1537287,['Judo'],1996-02-20,28
2024-07-30,3.0,AGBEGNENOU Clarisse,Female,France,Judo,/en/paris-2024/results/judo/women--63-kg/repf000100--,1891289,['Judo'],1992-10-25,31
2024-07-30,3.0,FAZLIU Laura,Female,Kosovo,Judo,/en/paris-2024/results/judo/women--63-kg/repf000200--,1550167,['Judo'],2000-09-28,23
2024-07-30,1.0,HALES Nathan,Male,Great Britain,Shooting,/en/paris-2024/results/shooting/trap-men/fnl-000100--,1904430,['Shooting'],1996-06-16,28
2024-07-30,2.0,QI Ying,Male,People's Republic of China,Shooting,/en/paris-2024/results/shooting/trap-men/fnl-000100--,1913928,['Shooting'],1997-01-23,27
2024-07-30,3.0,BROL CARDENAS Jean Pierre,Male,Guatemala,Shooting,/en/paris-2024/results/shooting/trap-men/fnl-000100--,1958970,['Shooting'],1982-12-18,41
2024-07-30,1.0,WIFFEN Daniel,Male,Ireland,Swimming,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,1539969,"['Marathon Swimming', 'Swimming']",2001-07-14,23
2024-07-30,2.0,FINKE Bobby,Male,United States of America,Swimming,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,1935902,['Swimming'],1999-11-06,24
2024-07-30,3.0,PALTRINIERI Gregorio,Male,Italy,Swimming,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,1925630,"['Marathon Swimming', 'Swimming']",1994-09-05,29
2024-07-30,1.0,McKEOWN Kaylee,Female,Australia,Swimming,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,1946198,['Swimming'],2001-07-12,23
2024-07-30,2.0,SMITH Regan,Female,United States of America,Swimming,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,1935984,['Swimming'],2002-02-09,22
2024-07-30,3.0,BERKOFF Katharine,Female,United States of America,Swimming,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,1935873,['Swimming'],2001-01-28,23
2024-07-31,1.0,OKA Shinnosuke,Male,Japan,Artistic Gymnastics,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,1919480,['Artistic Gymnastics'],2003-10-31,20
2024-07-31,2.0,ZHANG Boheng,Male,People's Republic of China,Artistic Gymnastics,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,1918864,['Artistic Gymnastics'],2000-03-04,24
2024-07-31,3.0,XIAO Ruoteng,Male,People's Republic of China,Artistic Gymnastics,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,1918860,['Artistic Gymnastics'],1996-01-30,28
2024-07-31,1.0,FOX Jessica,Female,Australia,Canoe Slalom,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,1940205,['Canoe Slalom'],1994-06-11,30
2024-07-31,2.0,LILIK Elena,Female,Germany,Canoe Slalom,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,1913770,['Canoe Slalom'],1998-09-14,25
2024-07-31,3.0,LEIBFARTH Evy,Female,United States of America,Canoe Slalom,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,1955132,['Canoe Slalom'],2004-01-26,20
2024-07-31,1.0,TORRES GIL Jose,Male,Argentina,Cycling BMX Freestyle,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,1916809,['Cycling BMX Freestyle'],1995-03-28,29
2024-07-31,2.0,REILLY Kieran Darren David,Male,Great Britain,Cycling BMX Freestyle,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,1912548,['Cycling BMX Freestyle'],2001-07-12,23
2024-07-31,3.0,JEANJEAN Anthony,Male,France,Cycling BMX Freestyle,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,1895685,['Cycling BMX Freestyle'],1998-05-13,26
2024-07-31,1.0,DENG Yawen,Female,People's Republic of China,Cycling BMX Freestyle,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,1920569,['Cycling BMX Freestyle'],2005-10-17,18
2024-07-31,2.0,BENEGAS Perris,Female,United States of America,Cycling BMX Freestyle,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,1955071,['Cycling BMX Freestyle'],1995-07-22,29
2024-07-31,3.0,DIEHM Natalya,Female,Australia,Cycling BMX Freestyle,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,1940118,['Cycling BMX Freestyle'],1997-09-23,26
2024-07-31,1.0,BEKAURI Lasha,Male,Georgia,Judo,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,1548817,['Judo'],2000-07-26,24
2024-07-31,2.0,MURAO Sanshiro,Male,Japan,Judo,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,1896750,['Judo'],2000-08-28,23
2024-07-31,3.0,NGAYAP HAMBOU Maxime-Gael,Male,France,Judo,/en/paris-2024/results/judo/men--90-kg/repf000100--,1891318,['Judo'],2001-06-22,23
2024-07-31,3.0,TSELIDIS Theodoros,Male,Greece,Judo,/en/paris-2024/results/judo/men--90-kg/repf000200--,1961318,['Judo'],1996-08-05,28
2024-07-31,1.0,MATIC Barbara,Female,Croatia,Judo,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,1898499,['Judo'],1994-12-03,29
2024-07-31,2.0,BUTKEREIT Miriam,Female,Germany,Judo,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,1563082,['Judo'],1994-05-08,30
2024-07-31,3.0,POLLERES Michaela,Female,Austria,Judo,/en/paris-2024/results/judo/women--70-kg/repf000100--,1566421,['Judo'],1997-07-15,27
2024-07-31,3.0,WILLEMS Gabriella,Female,Belgium,Judo,/en/paris-2024/results/judo/women--70-kg/repf000200--,1903248,['Judo'],1997-07-01,27
2024-07-31,1.0,RUANO OLIVA Adriana,Female,Guatemala,Shooting,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1958899,['Shooting'],1995-06-26,29
2024-07-31,2.0,STANCO Silvana Maria,Female,Italy,Shooting,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1915317,['Shooting'],1993-01-06,31
2024-07-31,3.0,SMITH Penny,Female,Australia,Shooting,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1967454,['Shooting'],1995-04-21,29
2024-07-31,1.0,PAN Zhanle,Male,People's Republic of China,Swimming,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,1945148,['Swimming'],2004-08-04,20
2024-07-31,2.0,CHALMERS Kyle,Male,Australia,Swimming,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,1946200,['Swimming'],1998-06-25,26
2024-07-31,3.0,POPOVICI David,Male,Romania,Swimming,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,1543549,['Swimming'],2004-09-15,19
2024-07-31,1.0,MARCHAND Leon,Male,France,Swimming,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,1909294,['Swimming'],2002-05-17,22
